,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용가능시간,이용자 제한,충전용량,비고,nm,x,y
126798,휴맥스이브이,탑실마을대주피오레1,18,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126799,휴맥스이브이,탑실마을대주피오레1,19,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126800,휴맥스이브이,탑실마을대주피오레1,20,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126801,휴맥스이브이,탑실마을대주피오레1,21,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126802,휴맥스이브이,탑실마을대주피오레1,22,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126803,휴맥스이브이,탑실마을대주피오레1,23,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126804,휴맥스이브이,탑실마을대주피오레1,24,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126805,휴맥스이브이,탑실마을대주피오레1,25,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126806,휴맥스이브이,탑실마을대주피오레1,26,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126807,휴맥스이브이,탑실마을대주피오레1,27,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126808,휴맥스이브이,탑실마을대주피오레1,28,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126809,휴맥스이브이,탑실마을대주피오레1,29,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126810,휴맥스이브이,탑실마을대주피오레1,30,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126811,휴맥스이브이,탑실마을대주피오레2,01,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126812,휴맥스이브이,탑실마을대주피오레2,02,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126813,휴맥스이브이,탑실마을대주피오레2,03,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126814,휴맥스이브이,탑실마을대주피오레2,04,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126815,휴맥스이브이,탑실마을대주피오레2,05,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126816,휴맥스이브이,탑실마을대주피오레2,06,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126817,휴맥스이브이,탑실마을대주피오레2,07,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126818,휴맥스이브이,탑실마을대주피오레2,08,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126819,휴맥스이브이,탑실마을대주피오레2,09,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126820,휴맥스이브이,탑실마을대주피오레2,10,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126821,휴맥스이브이,탑실마을대주피오레2,11,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126822,휴맥스이브이,탑실마을대주피오레2,12,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126823,휴맥스이브이,탑실마을대주피오레2,13,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126824,휴맥스이브이,탑실마을대주피오레2,14,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126825,휴맥스이브이,탑실마을대주피오레2,15,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126826,휴맥스이브이,탑실마을대주피오레2,16,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126827,휴맥스이브이,탑실마을대주피오레2,17,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126828,휴맥스이브이,탑실마을대주피오레2,18,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126829,휴맥스이브이,탑실마을대주피오레2,19,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126830,휴맥스이브이,탑실마을대주피오레2,20,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126831,휴맥스이브이,탑실마을대주피오레2,21,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126832,휴맥스이브이,탑실마을대주피오레2,22,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126833,휴맥스이브이,탑실마을대주피오레2,23,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126834,휴맥스이브이,탑실마을대주피오레2,24,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126835,휴맥스이브이,탑실마을대주피오레2,25,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126836,휴맥스이브이,탑실마을대주피오레2,26,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126837,휴맥스이브이,탑실마을대주피오레2,27,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126838,휴맥스이브이,탑실마을대주피오레2,28,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126839,휴맥스이브이,탑실마을대주피오레2,29,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126840,휴맥스이브이,탑실마을대주피오레2,30,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126841,휴맥스이브이,탑실마을대주피오레3,01,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126842,휴맥스이브이,탑실마을대주피오레3,02,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126843,휴맥스이브이,탑실마을대주피오레3,03,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126844,휴맥스이브이,탑실마을대주피오레3,04,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126845,휴맥스이브이,탑실마을대주피오레3,05,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126846,휴맥스이브이,탑실마을대주피오레3,06,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126847,휴맥스이브이,탑실마을대주피오레3,07,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126848,휴맥스이브이,탑실마을대주피오레3,08,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126849,휴맥스이브이,탑실마을대주피오레3,09,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126850,휴맥스이브이,탑실마을대주피오레3,10,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126851,휴맥스이브이,탑실마을대주피오레3,11,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126852,휴맥스이브이,탑실마을대주피오레3,12,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
126853,휴맥스이브이,탑실마을대주피오레3,13,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),24시간 이용가능,,7kW,,경기 용인시 기흥구 공세동 714,127.120931223097,37.2438517617465
